,RUC,Company_Name,DESCRIPTION_CIIU,CIIU,District,UBIGEO,Sector,PERIOD,PUBLICATION_DATE
675,20506840911,ABRATECH INGENIEROS S.A.C.,FAB. DE CUBIERTOS DE CAUCHO.,2511,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
676,20100359708,RENOVA S.A.C.,FAB. DE CUBIERTOS DE CAUCHO.,2511,INDEPENDENCIA,150112,MANUFACTURA,2021,2023-06-26
677,20101228992,LAMINADOS S.A.C.,FAB. DE CUBIERTOS DE CAUCHO.,2511,INDEPENDENCIA,150112,MANUFACTURA,2021,2023-06-26
679,20524386241,DESTILERIA LA CARAVEDO S.R.L,MEZCLA DE BEBIDAS ALCOHOLICAS.,1551,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
682,20104505784,BODEGAS Y VIEDOS TABERNERO S.A.C.,ELAB. DE VINOS.,1552,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
683,20451583060,BODEGAS DON LUIS SOCIEDAD ANONIMA CERRADA - BODEGAS DON LUIS S.A.C.,ELAB. DE VINOS.,1552,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
684,20100097746,SANTIAGO QUEIROLO S.A.C.,ELAB. DE VINOS.,1552,PUEBLO LIBRE,150121,MANUFACTURA,2021,2023-06-26
685,20538350746,BEBIDAS RTD S.A.C.,ELAB. DE VINOS.,1552,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
688,20100113610,UNIN DE CERVECERAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANNIMA ABIERTA,ELAB. DE BEBIDAS MALTEADAS.,1553,ATE,150103,MANUFACTURA,2021,2023-06-26
689,20605172157,AJECER S.A.,ELAB. DE BEBIDAS MALTEADAS.,1553,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
691,20506228515,COMPAIA CERVECERA AMBEV PERU S.A.C.,ELAB. DE BEBIDAS MALTEADAS.,1553,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
695,20293797189,TEXTILES JOC S.R.LTDA.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,ATE,150103,MANUFACTURA,2021,2023-06-26
697,20600281489,CBC PERUANA S.A.C.,ELAB. DE BEBIDAS NO ALCOHOLICAS.,1554,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
698,20505234970,PEPSI COLA PANAMERICANA S.R.L.,ELAB. DE BEBIDAS NO ALCOHOLICAS.,1554,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
699,20439200490,HIELOSNORTE S.A.C.,ELAB. DE BEBIDAS NO ALCOHOLICAS.,1554,LINCE,150116,MANUFACTURA,2021,2023-06-26
701,20455959943,CALIDRA PER S.A.C.,FAB. DE CEMENTO CAL Y YESO.,2694,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
703,20523573226,CBB PERU S.A.,FAB. DE CEMENTO CAL Y YESO.,2694,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
705,20521676478,ROCATECH S.A.C.,FAB. DE CEMENTO CAL Y YESO.,2694,LIMA,150101,MANUFACTURA,2021,2023-06-26
706,20451547420,CORAL MIX SOCIEDAD ANONIMA CERRADA CORAL MIX S.A.C.,FAB.  ART. DE HORMIGON CEMENTO Y YESO.,2695,LIMA,150101,MANUFACTURA,2021,2023-06-26
708,20477936700,INVERSIONES NUEVA CERAMICA SOCIEDAD ANONIMA-INVERSIONES NUEVA CERAMICA SA,FAB. PROD. CERAMICA NO REFRACT. EST.,2693,LA MOLINA,150114,MANUFACTURA,2021,2023-06-26
709,20101026001,CERAMICA LIMA S A,FAB. PROD. CERAMICA NO REFRACT. N. EST.,2691,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
710,20307146798,CERAMICA SAN LORENZO SAC,FAB. PROD. CERAMICA NO REFRACT. N. EST.,2691,LURIN,150119,MANUFACTURA,2021,2023-06-26
711,20551496156,MANUFACTURAS CHARBEL TEX S.A.C.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
712,20133530003,CREDITEX S.A.A.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,ATE,150103,MANUFACTURA,2021,2023-06-26
713,20521481201,COTTON TEX SAC,PREP Y TEJ DE FIBRAS TEXTILES.,1711,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
714,20509059188,COMERCIAL TEXTIL COILL SRL,PREP Y TEJ DE FIBRAS TEXTILES.,1711,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
715,20108028492,INDUSTRIAS TEXTILES DE SUD AMERICA S.A.C,PREP Y TEJ DE FIBRAS TEXTILES.,1711,ATE,150103,MANUFACTURA,2021,2023-06-26
716,20418108151,HILANDERIA DE ALGODON PERUANO S.A.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
717,20136435397,ALGODONERA PERUANA S.A.C,PREP Y TEJ DE FIBRAS TEXTILES.,1711,ATE,150103,MANUFACTURA,2021,2023-06-26
718,20543297411,INDUSTRIA TEXTIL AMAZONAS S.A.C.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,COMAS,150110,MANUFACTURA,2021,2023-06-26
719,20505108672,1818 S.A.C                                                                                          ,PREP Y TEJ DE FIBRAS TEXTILES.,1711,ATE,150103,MANUFACTURA,2021,2023-06-26
720,20545167035,TEJIDOS INDUSTRIALES DEL PACIFICO S.A.C. - TINPAC S.A.C.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,LURIN,150119,MANUFACTURA,2021,2023-06-26
721,20100019788,TEXTIL EL AMAZONAS S.A. DE BENEFICIO E INTERES COLECTIVO,PREP Y TEJ DE FIBRAS TEXTILES.,1711,LIMA,150101,MANUFACTURA,2021,2023-06-26
722,20459442635,ALGODONERA CONTINENTAL S.A.C.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
723,20100302773,PERU INNOVACIONES Y MODAS TEXTILES S.A.C,PREP Y TEJ DE FIBRAS TEXTILES.,1711,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
725,20566010829,PERU MOLINA COTTON S.A.C.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,ATE,150103,MANUFACTURA,2021,2023-06-26
726,20505313098,TEXTILES CARRASCO SOCIEDAD ANONIMA CERRADA,PREP Y TEJ DE FIBRAS TEXTILES.,1711,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
727,20537012642,MNG TEXTILES SOCIEDAD ANONIMA CERRADA,PREP Y TEJ DE FIBRAS TEXTILES.,1711,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
728,20516702649,SUR COLOR STAR S.A.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
729,20451558383,FITESA PERU S.A.C.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
730,20548130825,TEJIDOS GOYOS'S S.R.L. - TEGOYOS S.R.L.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
731,20538019861,HILADOS PACARAN SOCIEDAD ANONIMA CERRADA - HILADOS PACARAN SAC,PREP Y TEJ DE FIBRAS TEXTILES.,1711,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
732,20100083281,INDUSTRIAL CROMOTEX S A,PREP Y TEJ DE FIBRAS TEXTILES.,1711,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
733,20297986130,TECNOLOGIA TEXTIL S.A.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
734,20385353406,CIA.INDUSTRIAL NUEVO MUNDO S.A.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,LIMA,150101,MANUFACTURA,2021,2023-06-26
735,20601146046,TEXTILES ATE S.A.C.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
736,20514984299,CORPORACION DIAZ PONCE S.A.C.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
738,20516438445,BERGMAN RIVERA SOCIEDAD ANONIMA CERRADA,PREP Y TEJ DE FIBRAS TEXTILES.,1711,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
739,20547820551,SERVICIOS Y DESMONTES DEL NORTE S.A.C.,PREP Y TEJ DE FIBRAS TEXTILES.,1711,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
740,20547196121,JAEN STEEL S.A.C.,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,LURIN,150119,MANUFACTURA,2021,2023-06-26
741,20380289360,MIXERCON S.A,FAB.  ART. DE HORMIGON CEMENTO Y YESO.,2695,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
742,20551613217,COMPAIA MAGRA SOCIEDAD ANONIMA CERRADA,FAB.  ART. DE HORMIGON CEMENTO Y YESO.,2695,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
743,20451775210,SAINT-GOBAIN PRODUCTOS PARA LA CONSTRUCCION S.A.C.,FAB.  ART. DE HORMIGON CEMENTO Y YESO.,2695,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
744,20548362360,POLIMIX CONCRETO PERU S.A.C.,FAB.  ART. DE HORMIGON CEMENTO Y YESO.,2695,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
745,20524273803,ENTREPISOS LIMA S.A.C.,FAB.  ART. DE HORMIGON CEMENTO Y YESO.,2695,SAN JUAN DE MIRAFLORES,150133,MANUFACTURA,2021,2023-06-26
748,20525067191,ECONOMIX S.A.C.,FAB.  ART. DE HORMIGON CEMENTO Y YESO.,2695,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
749,20131644524,DISTRIBUIDORA NORTE PACASMAYO SRL,FAB.  ART. DE HORMIGON CEMENTO Y YESO.,2695,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
750,20549546626,CONCRETO CENTRIFUGADO PERU S.A.C.,FAB.  ART. DE HORMIGON CEMENTO Y YESO.,2695,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
751,20100068487,ABRASIVOS S.A.,FAB. OTROS PROD. MIN. NO METALIC. NCP.,2699,ATE,150103,MANUFACTURA,2021,2023-06-26
752,20536903519,SOLDEX SA,FAB. PRODUCTOS DE HIERRO Y ACERO.,2710,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
753,20513066431,ENVASES LOS PINOS S.A.C.,FAB. PRODUCTOS DE HIERRO Y ACERO.,2710,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
756,20100277485,PROCESADORA SUDAMERICANA S R L,FAB. PRODUCTOS DE MET. PRECIOSOS.,2720,ATE,150103,MANUFACTURA,2021,2023-06-26
757,20524263751,BRADKEN PERU S.A.C.,FUNDICION DE HIERRO Y DE ACERO.,2731,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
758,20538728757,FUNDICION CHILCA S.A.,FUNDICION DE HIERRO Y DE ACERO.,2731,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
759,20538379302,ACEROS CHILCA S.A.C.,FUNDICION DE HIERRO Y DE ACERO.,2731,LIMA,150101,MANUFACTURA,2021,2023-06-26
760,20100063761,FUNDICION CENTRAL S A,FUNDICION DE HIERRO Y DE ACERO.,2731,ATE,150103,MANUFACTURA,2021,2023-06-26
762,20101666329,FUNDICION MORENO S.A.C.,FUNDICION DE HIERRO Y DE ACERO.,2731,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
764,20200162723,ELECTROMECANICA EL DETALLE SRL,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
765,20537451484,INTEGRAL SOLUTIONS IN ENGINEERING S.A.C.,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
768,20379288449,SNOW BOARDING S.A.C.,ACABADO DE PROD. TEXTILES.,1712,ATE,150103,MANUFACTURA,2021,2023-06-26
769,20427113656,TEXSORSA S.A.C.,ACABADO DE PROD. TEXTILES.,1712,ATE,150103,MANUFACTURA,2021,2023-06-26
770,20516842904,APJL TEXTIL S.A.C.,ACABADO DE PROD. TEXTILES.,1712,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
771,20503790271,TEXCORP S.A.C.,ACABADO DE PROD. TEXTILES.,1712,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
772,20516758865,CORPORACION TEXTIL DEL SUR S.A.C.,ACABADO DE PROD. TEXTILES.,1712,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
773,20340854471,TRICOT FINE S.A.,ACABADO DE PROD. TEXTILES.,1712,ATE,150103,MANUFACTURA,2021,2023-06-26
774,20603634510,PROSER GROUP S.A.C.,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
775,20332839200,FGA INGENIEROS SA,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
778,20521228211,FAMIP S.A.C.,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,COMAS,150110,MANUFACTURA,2021,2023-06-26
779,20425252608,TEXTIL OCEANO S.A.C.,FAB. TEJIDOS Y ART DE PUNTO.,1730,ATE,150103,MANUFACTURA,2021,2023-06-26
781,20519388104,TINTORERIA PERU COLOR SAC,FAB. TEJIDOS Y ART DE PUNTO.,1730,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
783,20267910813,INDUSTRIAL TEXTIL ACUARIO SA,FAB. TEJIDOS Y ART DE PUNTO.,1730,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
785,20563297655,TEJIDOS CELESTE SOCIEDAD ANONIMA CERRADA,FAB. ART. CONFECCIONADOS.,1721,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
786,20265926232,FUTURE TRENZ S.A.C,FAB. ART. CONFECCIONADOS.,1721,EL AGUSTINO,150111,MANUFACTURA,2021,2023-06-26
787,20100369509,ESTRUCTURAS INDUSTRIALES EGA S A,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,LURIN,150119,MANUFACTURA,2021,2023-06-26
788,20600448367,COMEDSA INGENIERIA Y CONSTRUCCION S.A.C.,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
789,20553327971,PENTATECH CONSTRUCCION S.A.C.,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
790,20101874941,GERENCIA DE PROYECTOS S.A.C.,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,BARRANCO,150104,MANUFACTURA,2021,2023-06-26
792,20501742636,BUSINESS INTERNATIONAL CONSORTIUM EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,SAN BORJA,150130,MANUFACTURA,2021,2023-06-26
794,20290087873,CREACIONES DE EXPORTACION S.A.C. - CREXSAC,FAB. OTROS PROD. TEXTILES NEOP.,1729,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
795,20430102631,MANUFACTURAS LA REAL S.A.,FAB. OTROS PROD. TEXTILES NEOP.,1729,LIMA,150101,MANUFACTURA,2021,2023-06-26
796,20522780155,MEDICAL CONCEPT SAC,FAB. OTROS PROD. TEXTILES NEOP.,1729,ATE,150103,MANUFACTURA,2021,2023-06-26
797,20503434301,AVERY DENNISON RETAIL INFORMATION SERVICES PERU S.A.C.,FAB. OTROS PROD. TEXTILES NEOP.,1729,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
798,10417799783,REYNA FLORES MILAGROS CARMEN,FAB. OTROS PROD. TEXTILES NEOP.,1729,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
799,20503063485,S.M.P. CLOTING S.R.L,FAB. OTROS PROD. TEXTILES NEOP.,1729,ATE,150103,MANUFACTURA,2021,2023-06-26
800,20101216471,MANUFACTURAS DE PASADORES Y CINTAS SAC - (MAPASAC),FAB. OTROS PROD. TEXTILES NEOP.,1729,LIMA,150101,MANUFACTURA,2021,2023-06-26
801,20381396909,INVERSIONES COMINDUSTRIA SOCIEDAD ANONIMA CERRADA - INVERSIONES COMINDUSTRIA S.A.C.,FAB. OTROS PROD. TEXTILES NEOP.,1729,ATE,150103,MANUFACTURA,2021,2023-06-26
802,20565378725,QING YUN E.I.R.L.,FAB. OTROS PROD. TEXTILES NEOP.,1729,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
803,20492049655,SOPORTE TEXTIL SOCIEDAD ANONIMA,FAB. OTROS PROD. TEXTILES NEOP.,1729,ATE,150103,MANUFACTURA,2021,2023-06-26
804,20520724762,RODITEX SOCIEDAD ANONIMA CERRADA,FAB. OTROS PROD. TEXTILES NEOP.,1729,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
805,20606270021,SERVICIOS DE CONFECCIONES MEDICAS S.A.C.,FAB. OTROS PROD. TEXTILES NEOP.,1729,ATE,150103,MANUFACTURA,2021,2023-06-26
806,20262892388,INDUSTRIAS METALICAS EL REDENTOR S.A.,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
807,20383086702,MANTENIMIENTO Y SUPERVISION S.A.,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,VILLA MARIA DEL TRIUNFO,150143,MANUFACTURA,2021,2023-06-26
808,20474868312,SC INGENIERIA Y CONSTRUCCION S.A.C.,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,ATE,150103,MANUFACTURA,2021,2023-06-26
811,20516259516,J.C.B. ESTRUCTURAS S.A.C.,FAB. PROD. METAL. USO ESTRUCTURAL.,2811,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
812,20564386708,MARSAH SERVICIOS MULTIPLES SOCIEDAD ANONIMA - MARSAH S.A.,FAB. ART. CONFECCIONADOS.,1721,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
813,20101308678,CIA INDUSTRIAL CONTINENTAL S.A.C.,FAB. ART. CONFECCIONADOS.,1721,ATE,150103,MANUFACTURA,2021,2023-06-26
815,20100028850,FIBRAS INDUSTRIALES S A,FAB. CUERDAS CORDELES Y REDES.,1723,LIMA,150101,MANUFACTURA,2021,2023-06-26
817,20100357161,FABRICA DE REDES Y CORDELES EL PESCADOR SRL,FAB. CUERDAS CORDELES Y REDES.,1723,LURIN,150119,MANUFACTURA,2021,2023-06-26
820,20503969832,SML PERU SOCIEDAD ANONIMA CERRADA,FAB. OTROS PROD. TEXTILES NEOP.,1729,SAN LUIS,150134,MANUFACTURA,2021,2023-06-26
822,20255224868,METALES INDUSTRIALES COPPER S.A.,FAB. PROD. MET. ACABADOS O SEMIACABAD.,2891,ATE,150103,MANUFACTURA,2021,2023-06-26
823,20511665150,GRUPO KLAUS SOCIEDAD ANONIMA CERRADA,FAB. PROD. MET. ACABADOS O SEMIACABAD.,2891,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
824,20100036950,CONSTRUCCIONES METALICAS UNION S A,FAB. PROD. MET. ACABADOS O SEMIACABAD.,2891,LIMA,150101,MANUFACTURA,2021,2023-06-26
827,20100725658,CERRADURAS NACIONALES S.A.C.,FAB.  ART. CUCHILLERIA FERRETERIA.,2893,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
828,20522544001,GRUPO FORTE S.A.C.,FAB. OTROS PROD. DE METAL NCP.,2899,ATE,150103,MANUFACTURA,2021,2023-06-26
830,20602352758,MEPAR SOCIEDAD ANONIMA CERRADA,FAB. OTROS PROD. DE METAL NCP.,2899,MAGDALENA DEL MAR,150120,MANUFACTURA,2021,2023-06-26
831,20553956324,ALQUIMODUL SOCIEDAD ANONIMA CERRADA,FAB. OTROS PROD. DE METAL NCP.,2899,LURIN,150119,MANUFACTURA,2021,2023-06-26
832,20100060311,BOYLES BROS DIAMANTINA S A,FAB. OTROS PROD. DE METAL NCP.,2899,ATE,150103,MANUFACTURA,2021,2023-06-26
833,20101635440,COTTON KNIT S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,ATE,150103,MANUFACTURA,2021,2023-06-26
834,20418777151,CONFECCIONES POLCYR S.R.L.,FAB. DE PRENDAS DE VESTIR.,1810,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
835,20550223059,CARAZ COMPANY S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
836,20100171814,HIDROSTAL S A,FAB. DE BOMBAS  COMPRESORAS GRIFOS.,2912,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
837,20555189631,VSI INDUSTRIAL S.A.C.,FAB. DE BOMBAS  COMPRESORAS GRIFOS.,2912,LURIN,150119,MANUFACTURA,2021,2023-06-26
840,20552155883,SODECA PERU S.A.C.,FAB. OTRO TIPO MAQUINARIA USO GRAL.,2919,SAN LUIS,150134,MANUFACTURA,2021,2023-06-26
841,20516518392,TECPROMIN PERU S.A.,FAB. MAQUIN MINERA Y OBRAS DE CONST.,2924,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
842,20100307902,RESEMIN S.A.,FAB. MAQUIN MINERA Y OBRAS DE CONST.,2924,ATE,150103,MANUFACTURA,2021,2023-06-26
843,20546777236,AUSTIN ENGINEERING PERU S.A.C.,FAB. MAQUIN MINERA Y OBRAS DE CONST.,2924,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
844,20535689394,OVERPRIME MANUFACTURING S.A.C.,FAB. MAQUIN MINERA Y OBRAS DE CONST.,2924,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
845,20544903994,GRUPO CRJ SERVICES S.A.C.,FAB. OTRO TIPO MAQUIN. USO ESPECIAL.,2929,ATE,150103,MANUFACTURA,2021,2023-06-26
846,20502365879,NOVA-INDUSTRIAL TOOLS S.A.C.,FAB. OTRO TIPO MAQUIN. USO ESPECIAL.,2929,ATE,150103,MANUFACTURA,2021,2023-06-26
848,20605927964,METALTRUCK S.A.C.,FAB. CARROCERIAS PARA VEHICULOS.,3420,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
851,20504082564,LIMA TRAYLERS S.A.C.,FAB. CARROCERIAS PARA VEHICULOS.,3420,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
852,20514745031,INDUSTRIA METALICA BULLON S.A.C.,FAB. CARROCERIAS PARA VEHICULOS.,3420,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
854,20101022944,CONSTRUCCIONES E INVERSIONES ALPAMA S A,FAB. DE PRENDAS DE VESTIR.,1810,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
855,20604090351,FIBRAS UNIDAS S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
856,20545397031,COMERCIAL MONELY E.I.R.L.,FAB. DE PRENDAS DE VESTIR.,1810,SAN LUIS,150134,MANUFACTURA,2021,2023-06-26
857,20506859779,RENZ S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
858,20384158081,EXIGE INDUSTRIAL S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,ATE,150103,MANUFACTURA,2021,2023-06-26
859,20100067758,LEE FILTER DEL PERU S A,FAB. PARTES PIEZAS Y ACCESORIOS.,3430,ATE,150103,MANUFACTURA,2021,2023-06-26
861,20507858156,SECURITY SIGNS & SYSTEMS DE PERU SAC,FAB. PARTES PIEZAS Y ACCESORIOS.,3430,LURIN,150119,MANUFACTURA,2021,2023-06-26
863,20522415708,CORPORACION INVERSIONES LYS S.A.,FAB. PARTES PIEZAS Y ACCESORIOS.,3430,INDEPENDENCIA,150112,MANUFACTURA,2021,2023-06-26
868,20602219420,DETALLES & STYLOS LR E.I.R.L. - D&S LR E.I.R.L.,FAB. DE MUEBLES.,3610,SURQUILLO,150141,MANUFACTURA,2021,2023-06-26
870,20515341073,GARMENT TRADING S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,ATE,150103,MANUFACTURA,2021,2023-06-26
871,20264592497,TEXGROUP S.A.,FAB. DE PRENDAS DE VESTIR.,1810,ATE,150103,MANUFACTURA,2021,2023-06-26
872,20460436771,FRIONOX S.A.C.,FAB. DE MUEBLES.,3610,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
873,20502143973,CORPORACION VALTAKS S.C.R.L.,FAB. OTROS PROD. TEXTILES NEOP.,1729,SAN MIGUEL,150136,MANUFACTURA,2021,2023-06-26
874,20102124139,INDUSTRIAL SURQUILLO S.A.C.,FAB. OTROS PROD. DE METAL NCP.,2899,SURQUILLO,150141,MANUFACTURA,2021,2023-06-26
875,20516663643,COMERCIAL DRILLING SERVICES SOCIEDAD ANONIMA CERRADA - CODRISE S.A.C.,FAB. OTROS PROD. DE METAL NCP.,2899,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
876,20113087758,ARENAS S.R.L.,FAB. OTROS PROD. DE METAL NCP.,2899,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
877,20374818661,PROYECTOS EJECUCION Y MONTAJES INDST.SA,FAB. OTROS PROD. DE METAL NCP.,2899,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
879,20418710757,MACCAFERRI DE PERU S.A.C.,FAB. OTROS PROD. DE METAL NCP.,2899,LURIN,150119,MANUFACTURA,2021,2023-06-26
880,20415531037,RECIP. ENVASES Y ESTAMPAD. METALICOS SA,FAB. OTROS PROD. DE METAL NCP.,2899,LIMA,150101,MANUFACTURA,2021,2023-06-26
881,20100653487,FUNDICION FERROSA SOCIEDAD ANONIMA CERRADA,FAB. OTROS PROD. DE METAL NCP.,2899,ATE,150103,MANUFACTURA,2021,2023-06-26
882,20100166811,METALPREN S A,FAB. OTROS PROD. DE METAL NCP.,2899,LIMA,150101,MANUFACTURA,2021,2023-06-26
884,20507430555,OEM ELECTRIC SOCIEDAD ANONIMA CERRADA,FAB. TUBOS Y VALVULAS ELECTRONICOS.,3210,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
885,20506646431,OCUTEC S.A.C,FAB. INSTRUMENTOS OPTICOS.,3320,SURQUILLO,150141,MANUFACTURA,2021,2023-06-26
886,20429040583,CORPORACION ENERJET SOCIEDAD ANONIMA - CORPORACION ENERJET S.A.,FAB. DE ACUMULADORES Y BATERIAS.,3140,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
887,20251293181,INDECO S.A.,FAB. DE HILOS Y CABLES AISLADOS.,3130,LIMA,150101,MANUFACTURA,2021,2023-06-26
888,20392928317,MIGUELEZ ANDINA SRL,FAB. DE HILOS Y CABLES AISLADOS.,3130,LURIN,150119,MANUFACTURA,2021,2023-06-26
